RegexName,TestCase,TCLength,RegexType,ExpectedValue,Library,Result,Time(ms)
dateLite,1,10,Numeric,true,JUtil,true,368
dateLite,1,10,Numeric,true,Brics,true,569
dateLite,1,10,Numeric,true,JRegex,true,900
dateLite,2,10,Numeric,true,JUtil,true,302
dateLite,2,10,Numeric,true,Brics,true,337
dateLite,2,10,Numeric,true,JRegex,true,841
dateLite,3,8,Numeric,false,JUtil,true,145
dateLite,3,8,Numeric,false,Brics,true,55
dateLite,3,8,Numeric,false,JRegex,true,314
dateLite,4,8,Numeric,false,JUtil,true,233
dateLite,4,8,Numeric,false,Brics,true,217
dateLite,4,8,Numeric,false,JRegex,true,642
dateLite,5,10,Numeric,true,JUtil,true,303
dateLite,5,10,Numeric,true,Brics,true,310
dateLite,5,10,Numeric,true,JRegex,true,812
dateLite,6,10,Numeric,false,JUtil,true,141
dateLite,6,10,Numeric,false,Brics,true,68
dateLite,6,10,Numeric,false,JRegex,true,306
dateLite,7,10,Numeric,false,JUtil,true,145
dateLite,7,10,Numeric,false,Brics,true,72
dateLite,7,10,Numeric,false,JRegex,true,306
dateLite,8,10,Numeric,false,JUtil,true,228
dateLite,8,10,Numeric,false,Brics,true,195
dateLite,8,10,Numeric,false,JRegex,true,544
dateLite,9,10,Numeric,true,JUtil,true,322
dateLite,9,10,Numeric,true,Brics,true,323
dateLite,9,10,Numeric,true,JRegex,true,824
dateLite,10,11,Numeric,false,JUtil,true,231
dateLite,10,11,Numeric,false,Brics,true,198
dateLite,10,11,Numeric,false,JRegex,true,560
dateLite,11,10,Numeric,true,JUtil,true,327
dateLite,11,10,Numeric,true,Brics,true,316
dateLite,11,10,Numeric,true,JRegex,true,873
dateLite,12,8,Numeric,false,JUtil,true,141
dateLite,12,8,Numeric,false,Brics,true,68
dateLite,12,8,Numeric,false,JRegex,true,313
dateLite,13,10,Numeric,true,JUtil,true,289
dateLite,13,10,Numeric,true,Brics,true,339
dateLite,13,10,Numeric,true,JRegex,true,779
dateLite,14,8,Numeric,false,JUtil,true,168
dateLite,14,8,Numeric,false,Brics,true,165
dateLite,14,8,Numeric,false,JRegex,true,394
dateLite,15,9,Numeric,false,JUtil,true,229
dateLite,15,9,Numeric,false,Brics,true,202
dateLite,15,9,Numeric,false,JRegex,true,559
dateLite,16,10,Numeric,false,JUtil,true,140
dateLite,16,10,Numeric,false,Brics,true,68
dateLite,16,10,Numeric,false,JRegex,true,321
dateLite,17,8,Numeric,false,JUtil,true,140
dateLite,17,8,Numeric,false,Brics,true,68
dateLite,17,8,Numeric,false,JRegex,true,315
dateLite,18,10,Numeric,false,JUtil,true,140
dateLite,18,10,Numeric,false,Brics,true,67
dateLite,18,10,Numeric,false,JRegex,true,311
dateLite,19,11,Numeric,false,JUtil,true,303
dateLite,19,11,Numeric,false,Brics,true,252
dateLite,19,11,Numeric,false,JRegex,true,745
dateLite,20,10,Numeric,true,JUtil,true,323
dateLite,20,10,Numeric,true,Brics,true,323
dateLite,20,10,Numeric,true,JRegex,true,791
dateLite,21,10,Numeric,false,JUtil,true,309
dateLite,21,10,Numeric,false,Brics,true,293
dateLite,21,10,Numeric,false,JRegex,true,745
dateLite,22,10,Numeric,false,JUtil,true,308
dateLite,22,10,Numeric,false,Brics,true,293
dateLite,22,10,Numeric,false,JRegex,true,775
dateLite,23,7,Numeric,false,JUtil,true,222
dateLite,23,7,Numeric,false,Brics,true,192
dateLite,23,7,Numeric,false,JRegex,true,423
dateLite,24,10,Numeric,true,JUtil,true,313
dateLite,24,10,Numeric,true,Brics,true,307
dateLite,24,10,Numeric,true,JRegex,true,830
dateLite,25,10,Numeric,false,JUtil,true,242
dateLite,25,10,Numeric,false,Brics,true,228
dateLite,25,10,Numeric,false,JRegex,true,575
dateLite,26,10,Numeric,false,JUtil,true,350
dateLite,26,10,Numeric,false,Brics,true,313
dateLite,26,10,Numeric,false,JRegex,true,887
dateLite,27,10,Numeric,true,JUtil,true,328
dateLite,27,10,Numeric,true,Brics,true,315
dateLite,27,10,Numeric,true,JRegex,true,784
dateLite,28,10,Numeric,false,JUtil,true,325
dateLite,28,10,Numeric,false,Brics,true,292
dateLite,28,10,Numeric,false,JRegex,true,737
dateLite,29,10,Numeric,true,JUtil,true,326
dateLite,29,10,Numeric,true,Brics,true,312
dateLite,29,10,Numeric,true,JRegex,true,851
dateLite,30,10,Numeric,true,JUtil,true,325
dateLite,30,10,Numeric,true,Brics,true,312
dateLite,30,10,Numeric,true,JRegex,true,850
dateLite,31,10,Numeric,false,JUtil,true,241
dateLite,31,10,Numeric,false,Brics,true,222
dateLite,31,10,Numeric,false,JRegex,true,563
dateLite,32,10,Numeric,true,JUtil,true,319
dateLite,32,10,Numeric,true,Brics,true,319
dateLite,32,10,Numeric,true,JRegex,true,789
dateLite,33,11,Numeric,false,JUtil,true,169
dateLite,33,11,Numeric,false,Brics,true,160
dateLite,33,11,Numeric,false,JRegex,true,394
dateLite,34,10,Numeric,false,JUtil,true,349
dateLite,34,10,Numeric,false,Brics,true,315
dateLite,34,10,Numeric,false,JRegex,true,881
dateLite,35,10,Numeric,true,JUtil,true,341
dateLite,35,10,Numeric,true,Brics,true,320
dateLite,35,10,Numeric,true,JRegex,true,807
dateLite,36,10,Numeric,true,JUtil,true,342
dateLite,36,10,Numeric,true,Brics,true,320
dateLite,36,10,Numeric,true,JRegex,true,805
dateLite,37,10,Numeric,false,JUtil,true,169
dateLite,37,10,Numeric,false,Brics,true,161
dateLite,37,10,Numeric,false,JRegex,true,393
dateLite,38,10,Numeric,false,JUtil,true,140
dateLite,38,10,Numeric,false,Brics,true,67
dateLite,38,10,Numeric,false,JRegex,true,311
dateLite,39,12,Numeric,false,JUtil,true,140
dateLite,39,12,Numeric,false,Brics,true,67
dateLite,39,12,Numeric,false,JRegex,true,311
dateLite,40,13,Numeric,false,JUtil,true,139
dateLite,40,13,Numeric,false,Brics,true,67
dateLite,40,13,Numeric,false,JRegex,true,312
dateLite,41,10,Numeric,true,JUtil,true,300
dateLite,41,10,Numeric,true,Brics,true,322
dateLite,41,10,Numeric,true,JRegex,true,776
dateLite,42,13,Numeric,false,JUtil,true,140
dateLite,42,13,Numeric,false,Brics,true,67
dateLite,42,13,Numeric,false,JRegex,true,312
dateLite,43,15,Numeric,false,JUtil,true,140
dateLite,43,15,Numeric,false,Brics,true,67
dateLite,43,15,Numeric,false,JRegex,true,310
dateLite,44,8,Numeric,false,JUtil,true,140
dateLite,44,8,Numeric,false,Brics,true,67
dateLite,44,8,Numeric,false,JRegex,true,309
dateLite,45,10,Numeric,true,JUtil,true,322
dateLite,45,10,Numeric,true,Brics,true,322
dateLite,45,10,Numeric,true,JRegex,true,797
dateLite,46,10,Numeric,false,JUtil,true,140
dateLite,46,10,Numeric,false,Brics,true,67
dateLite,46,10,Numeric,false,JRegex,true,311
dateLite,47,10,Numeric,false,JUtil,true,140
dateLite,47,10,Numeric,false,Brics,true,67
dateLite,47,10,Numeric,false,JRegex,true,312
dateLite,48,10,Numeric,true,JUtil,true,300
dateLite,48,10,Numeric,true,Brics,true,322
dateLite,48,10,Numeric,true,JRegex,true,778
dateLite,49,6,Numeric,false,JUtil,true,140
dateLite,49,6,Numeric,false,Brics,true,67
dateLite,49,6,Numeric,false,JRegex,true,344
dateLite,50,6,Numeric,false,JUtil,true,135
dateLite,50,6,Numeric,false,Brics,true,43
dateLite,50,6,Numeric,false,JRegex,true,291
