RegexName,TestCase,TCLength,RegexType,ExpectedValue,Library,Result,Time(ms)
sololettereLite,1,0,Alfabetico,false,JUtil,true,134
sololettereLite,1,0,Alfabetico,false,Brics,true,15
sololettereLite,1,0,Alfabetico,false,JRegex,true,165
sololettereLite,2,1,Alfabetico,true,JUtil,true,126
sololettereLite,2,1,Alfabetico,true,Brics,true,18
sololettereLite,2,1,Alfabetico,true,JRegex,true,186
sololettereLite,3,13,Alfabetico,true,JUtil,true,171
sololettereLite,3,13,Alfabetico,true,Brics,true,61
sololettereLite,3,13,Alfabetico,true,JRegex,true,195
sololettereLite,4,11,Alfabetico,false,JUtil,true,181
sololettereLite,4,11,Alfabetico,false,Brics,true,52
sololettereLite,4,11,Alfabetico,false,JRegex,true,559
sololettereLite,5,25,Alfabetico,true,JUtil,true,208
sololettereLite,5,25,Alfabetico,true,Brics,true,103
sololettereLite,5,25,Alfabetico,true,JRegex,true,217
sololettereLite,6,21,Alfabetico,false,JUtil,true,215
sololettereLite,6,21,Alfabetico,false,Brics,true,84
sololettereLite,6,21,Alfabetico,false,JRegex,true,923
sololettereLite,7,15,Alfabetico,true,JUtil,true,176
sololettereLite,7,15,Alfabetico,true,Brics,true,69
sololettereLite,7,15,Alfabetico,true,JRegex,true,208
sololettereLite,8,7,Alfabetico,false,JUtil,true,165
sololettereLite,8,7,Alfabetico,false,Brics,true,31
sololettereLite,8,7,Alfabetico,false,JRegex,true,357
sololettereLite,9,28,Alfabetico,true,JUtil,true,208
sololettereLite,9,28,Alfabetico,true,Brics,true,121
sololettereLite,9,28,Alfabetico,true,JRegex,true,220
sololettereLite,10,47,Alfabetico,false,JUtil,true,115
sololettereLite,10,47,Alfabetico,false,Brics,true,18
sololettereLite,10,47,Alfabetico,false,JRegex,true,174
sololettereLite,11,120,Alfabetico,true,JUtil,true,423
sololettereLite,11,120,Alfabetico,true,Brics,true,598
sololettereLite,11,120,Alfabetico,true,JRegex,true,382
sololettereLite,12,45,Alfabetico,false,JUtil,true,115
sololettereLite,12,45,Alfabetico,false,Brics,true,18
sololettereLite,12,45,Alfabetico,false,JRegex,true,182
sololettereLite,13,270,Alfabetico,true,JUtil,true,839
sololettereLite,13,270,Alfabetico,true,Brics,true,1392
sololettereLite,13,270,Alfabetico,true,JRegex,true,678
sololettereLite,14,80,Alfabetico,false,JUtil,true,426
sololettereLite,14,80,Alfabetico,false,Brics,true,414
sololettereLite,14,80,Alfabetico,false,JRegex,true,2962
sololettereLite,15,5,Alfabetico,false,JUtil,true,113
sololettereLite,15,5,Alfabetico,false,Brics,true,18
sololettereLite,15,5,Alfabetico,false,JRegex,true,170
sololettereLite,16,92,Alfabetico,true,JUtil,true,354
sololettereLite,16,92,Alfabetico,true,Brics,true,451
sololettereLite,16,92,Alfabetico,true,JRegex,true,316
sololettereLite,17,35,Alfabetico,true,JUtil,true,219
sololettereLite,17,35,Alfabetico,true,Brics,true,158
sololettereLite,17,35,Alfabetico,true,JRegex,true,227
sololettereLite,18,39,Alfabetico,false,JUtil,true,116
sololettereLite,18,39,Alfabetico,false,Brics,true,15
sololettereLite,18,39,Alfabetico,false,JRegex,true,175
sololettereLite,19,51,Alfabetico,true,JUtil,true,267
sololettereLite,19,51,Alfabetico,true,Brics,true,237
sololettereLite,19,51,Alfabetico,true,JRegex,true,254
sololettereLite,20,57,Alfabetico,false,JUtil,true,114
