RegexName,TestCase,TCLength,RegexType,ExpectedValue,Library,Result,Time(ms)
floatingLite,1,5,Numeric,true,JUtil,true,244
floatingLite,1,5,Numeric,true,Brics,true,165
floatingLite,1,5,Numeric,true,JRegex,true,385
floatingLite,2,0,Numeric,false,JUtil,true,132
floatingLite,2,0,Numeric,false,Brics,true,16
floatingLite,2,0,Numeric,false,JRegex,true,292
floatingLite,3,4,Numeric,true,JUtil,true,195
floatingLite,3,4,Numeric,true,Brics,true,147
floatingLite,3,4,Numeric,true,JRegex,true,413
floatingLite,4,3,Numeric,false,JUtil,true,132
floatingLite,4,3,Numeric,false,Brics,true,53
floatingLite,4,3,Numeric,false,JRegex,true,285
floatingLite,5,10,Numeric,false,JUtil,true,133
floatingLite,5,10,Numeric,false,Brics,true,51
floatingLite,5,10,Numeric,false,JRegex,true,300
floatingLite,6,4,Numeric,false,JUtil,true,133
floatingLite,6,4,Numeric,false,Brics,true,52
floatingLite,6,4,Numeric,false,JRegex,true,285
floatingLite,7,6,Numeric,true,JUtil,true,215
floatingLite,7,6,Numeric,true,Brics,true,205
floatingLite,7,6,Numeric,true,JRegex,true,365
floatingLite,8,2,Numeric,false,JUtil,true,131
floatingLite,8,2,Numeric,false,Brics,true,51
floatingLite,8,2,Numeric,false,JRegex,true,285
floatingLite,9,5,Numeric,false,JUtil,true,252
floatingLite,9,5,Numeric,false,Brics,true,144
floatingLite,9,5,Numeric,false,JRegex,true,534
floatingLite,10,8,Numeric,true,JUtil,true,259
floatingLite,10,8,Numeric,true,Brics,true,281
floatingLite,10,8,Numeric,true,JRegex,true,351
floatingLite,11,7,Numeric,false,JUtil,true,373
floatingLite,11,7,Numeric,false,Brics,true,222
floatingLite,11,7,Numeric,false,JRegex,true,679
floatingLite,12,3,Numeric,false,JUtil,true,227
floatingLite,12,3,Numeric,false,Brics,true,104
floatingLite,12,3,Numeric,false,JRegex,true,483
floatingLite,13,6,Numeric,true,JUtil,true,225
floatingLite,13,6,Numeric,true,Brics,true,219
floatingLite,13,6,Numeric,true,JRegex,true,346
floatingLite,14,6,Numeric,false,JUtil,true,168
floatingLite,14,6,Numeric,false,Brics,true,72
floatingLite,14,6,Numeric,false,JRegex,true,356
floatingLite,15,5,Numeric,false,JUtil,true,169
floatingLite,15,5,Numeric,false,Brics,true,78
floatingLite,15,5,Numeric,false,JRegex,true,383
floatingLite,16,3,Numeric,false,JUtil,true,170
floatingLite,16,3,Numeric,false,Brics,true,72
floatingLite,16,3,Numeric,false,JRegex,true,353
floatingLite,17,7,Numeric,true,JUtil,true,224
floatingLite,17,7,Numeric,true,Brics,true,252
floatingLite,17,7,Numeric,true,JRegex,true,345
floatingLite,18,2,Numeric,true,JUtil,true,204
floatingLite,18,2,Numeric,true,Brics,true,97
floatingLite,18,2,Numeric,true,JRegex,true,395
floatingLite,19,5,Numeric,true,JUtil,true,198
floatingLite,19,5,Numeric,true,Brics,true,189
floatingLite,19,5,Numeric,true,JRegex,true,346
floatingLite,20,3,Numeric,true,JUtil,true,214
floatingLite,20,3,Numeric,true,Brics,true,110
floatingLite,20,3,Numeric,true,JRegex,true,371
floatingLite,21,4,Numeric,true,JUtil,true,259
floatingLite,21,4,Numeric,true,Brics,true,157
floatingLite,21,4,Numeric,true,JRegex,true,373
floatingLite,22,5,Numeric,false,JUtil,true,178
floatingLite,22,5,Numeric,false,Brics,true,75
floatingLite,22,5,Numeric,false,JRegex,true,358
floatingLite,23,3,Numeric,false,JUtil,true,162
floatingLite,23,3,Numeric,false,Brics,true,70
floatingLite,23,3,Numeric,false,JRegex,true,355
floatingLite,24,1,Numeric,false,JUtil,true,154
floatingLite,24,1,Numeric,false,Brics,true,37
floatingLite,24,1,Numeric,false,JRegex,true,375
floatingLite,25,1,Numeric,false,JUtil,true,163
floatingLite,25,1,Numeric,false,Brics,true,45
floatingLite,25,1,Numeric,false,JRegex,true,360
floatingLite,26,4,Numeric,false,JUtil,true,149
floatingLite,26,4,Numeric,false,Brics,true,52
floatingLite,26,4,Numeric,false,JRegex,true,272
floatingLite,27,17,Numeric,false,JUtil,true,475
floatingLite,27,17,Numeric,false,Brics,true,447
floatingLite,27,17,Numeric,false,JRegex,true,1170
floatingLite,28,12,Numeric,true,JUtil,true,251
floatingLite,28,12,Numeric,true,Brics,true,420
floatingLite,28,12,Numeric,true,JRegex,true,364
floatingLite,29,7,Numeric,false,JUtil,true,128
floatingLite,29,7,Numeric,false,Brics,true,51
floatingLite,29,7,Numeric,false,JRegex,true,311
floatingLite,30,5,Numeric,false,JUtil,true,269
floatingLite,30,5,Numeric,false,Brics,true,145
floatingLite,30,5,Numeric,false,JRegex,true,505
floatingLite,31,8,Numeric,false,JUtil,true,151
floatingLite,31,8,Numeric,false,Brics,true,70
floatingLite,31,8,Numeric,false,JRegex,true,345
floatingLite,32,4,Numeric,true,JUtil,true,181
floatingLite,32,4,Numeric,true,Brics,true,146
floatingLite,32,4,Numeric,true,JRegex,true,331
floatingLite,33,7,Numeric,true,JUtil,true,202
floatingLite,33,7,Numeric,true,Brics,true,238
floatingLite,33,7,Numeric,true,JRegex,true,340
floatingLite,34,10,Numeric,false,JUtil,true,304
floatingLite,34,10,Numeric,false,Brics,true,308
floatingLite,34,10,Numeric,false,JRegex,true,781
floatingLite,35,8,Numeric,false,JUtil,true,292
floatingLite,35,8,Numeric,false,Brics,true,213
floatingLite,35,8,Numeric,false,JRegex,true,598
floatingLite,36,11,Numeric,false,JUtil,true,401
floatingLite,36,11,Numeric,false,Brics,true,346
floatingLite,36,11,Numeric,false,JRegex,true,853
floatingLite,37,14,Numeric,true,JUtil,true,265
floatingLite,37,14,Numeric,true,Brics,true,483
floatingLite,37,14,Numeric,true,JRegex,true,347
floatingLite,38,7,Numeric,false,JUtil,true,265
floatingLite,38,7,Numeric,false,Brics,true,178
floatingLite,38,7,Numeric,false,JRegex,true,531
